2;2.0;100;1;0
2;2.0304545339535167;99;1;1
2;2.0618365465453596;98;1;2
2;2.09417428370521;97;1;3
1;3.1274968515793757;96;2;4
2;2.161834242728283;95;1;5
2;2.19721736312181;94;1;6
3;2.233678059956743;93;1;7
2;2.2712491503214047;93;1;8
2;2.309964450733247;91;1;9
2;2.349858807576003;90;1;10
2;2.39096812846378;89;1;11
2;2.4333294145603404;89;1;12
2;2.4769807938826425;87;1;13
2;2.521961555618634;86;1;14
2;2.5683121854901687;85;1;15
2;2.6160744021928934;82;1;16
2;2.6652911949458864;83;1;17
2;2.7160068621848588;82;1;18
2;1.7682670514337353;82;1;19
2;2.822118800390509;80;1;20
2;4.877610579264343;79;1;21
2;2.9347923344020312;78;1;22
2;2.9937155332430825;77;1;23
2;1.0544332106438876;76;1;24
2;3.117000016612675;77;1;25
2;3.181472265498201;74;1;26
2;3.2479079866764713;74;1;27
2;3.3163669767810915;72;1;28
2;3.3869108535242765;71;1;29
2;3.4596031111569494;70;1;30
2;3.5345091776178545;69;1;31
2;3.611696473423118;68;1;32
2;3.691234472349262;67;1;33
2;3.7731947639642978;66;1;34
2;5.857651118063163;65;1;35
2;3.944679551065524;65;1;36
2;4.034358394435675;63;1;37
2;3.1267683651861553;62;1;38
2;4.2219926385285;61;1;39
1;2.3201169227365472;60;1;40
2;4.421229536289673;59;1;41
3;4.525421487365382;58;1;42
2;4.632786555752809;58;1;43
3;4.743421377260862;56;1;44
1;4.857425530696974;54;1;45
2;4.974901627494748;56;1;46
2;5.095955404071176;55;1;47
2;5.220695816996552;52;1;48
2;5.349235141062741;51;1;49
1;8.481689070338064;50;1;50
2;5.618176822299781;49;1;51
2;5.758821245137854;48;1;52
2;5.903748928326621;47;1;53
2;6.053090316563867;47;1;54
2;6.206979827179849;45;1;55
2;6.3655559711219745;44;1;56
2;6.528961477624004;43;1;57
3;6.697343422671991;42;1;58
2;6.8708533613826015;41;1;59
3;7.049647464412945;40;1;60
2;7.233886658524717;39;1;61
2;7.423736771429133;38;1;62
1;7.619368681043077;37;1;63
2;7.8209584692907494;36;1;64
2;8.028687580589292;35;1;65
2;8.242742985161012;34;1;66
1;5.463317347319194;33;1;67
2;8.690609198878999;32;1;68
2;8.924823117849487;30;2;69
2;8.166169912567652;30;1;70
2;9.41486681144013;29;1;71
1;9.671137658463456;28;1;72
2;9.935213114698747;27;3;73
2;10.207330865882248;28;1;74
2;10.487735836358526;25;1;75
2;10.776680409528904;24;1;76
2;11.074424655013587;22;1;77
2;11.381236562731843;22;1;78
2;11.697392284111054;21;1;79
2;12.023176380641601;20;1;80
2;12.358882080001454;19;1;81
2;12.704811539980854;16;0;82
2;13.061276120444715;17;1;83
2;12.428596663577544;15;1;84
2;13.80710378266303;14;1;85
2;14.197138159658358;14;1;86
2;14.599050851830924;13;1;87
2;15.013203607733608;12;1;88
2;15.43996919280288;11;1;89
2;15.87973172487283;8;1;90
2;16.332887019907197;11;1;91
2;16.799842948260395;8;1;92
2;17.28101980178843;7;1;93
2;17.776850672139872;6;1;94
2;21.28778184056764;5;1;95
2;18.814273179612197;4;1;96
2;19.35679856701792;3;1;97
2;19.915846312255038;2;1;98
2;20.491919596031114;1;1;99
2;21.085536923187668;1;1;100
2;21.6972325893895;1;1;101
2;22.327557162026903;2;1;102
3;23.977077975763418;3;1;103
2;23.646379643175397;4;1;104
2;24.33606458094271;5;3;105
2;25.046753552064487;6;1;106
2;25.779086224587694;7;1;107
2;26.533721747351517;8;1;108
2;26.311339343265892;9;1;109
2;28.112638920657883;10;1;110
2;28.938341703236507;11;1;111
2;29.789190879242675;12;1;112
2;30.66595227036884;13;1;113
2;31.569415021050208;14;1;114
2;32.50039230874792;15;1;115
3;33.459722075863795;16;1;116
2;34.44826778394491;17;1;117
2;35.46691919085739;18;1;118
2;36.51659315162847;19;1;119
3;37.598234443677974;20;1;120
2;38.712816617181744;21;1;121
2;39.861342871332454;21;1;122
2;41.044846957286715;23;1;123
2;42.26439410861079;24;2;124
2;43.52108200006278;25;1;125
2;44.81604173557396;26;1;126
2;43.15043886631872;27;0;127
2;47.5254744397892;30;1;128
2;49.94238608081923;27;1;129
2;50.40244910553017;30;1;130
2;51.90697766920142;31;1;131
2;53.45732594909905;33;1;132
2;55.05488936332657;32;1;133
2;56.70110582679559;34;1;134
2;58.39745704544619;37;1;135
2;60.14546984988227;36;1;136
2;61.94671756962217;35;1;137
2;63.80282144920165;38;1;138
2;65.71545210740304;39;1;139
2;68.68633104092515;40;1;140
2;69.71723217384643;41;1;141
3;71.80998345427655;42;1;142
2;71.96646849963281;43;1;143
2;76.18862829202311;44;1;144
2;78.47846292526083;45;1;145
2;80.8380334050845;44;1;146
2;83.26946350420168;47;1;147
2;85.77494167382795;47;1;148
2;88.35672301344098;49;1;149
2;91.01713130052181;50;1;150
2;93.75856108211177;51;2;151
2;96.58347983006624;54;1;152
2;99.49443016194631;53;1;153
2;102.49403212954563;54;1;154
2;105.58498557711414;56;1;155
2;108.77007257140046;56;3;156
2;112.05215990569917;57;1;157
2;115.43420168015871;58;1;158
2;118.91924196067062;59;1;159
2;122.51041751873485;60;1;160
2;125.21096065476522;61;1;161
2;130.02420210737813;62;1;162
2;133.95357405128274;63;1;163
2;138.00261318646898;64;1;164
3;142.17496392147686;67;1;165
2;146.47438165360992;67;1;166
2;150.90473614904667;67;1;167
2;155.47001502589086;68;1;168
2;160.174327343297;69;1;169
1;165.0219072999017;70;1;170
2;170.01711804488718;71;1;171
2;173.16445560511082;72;1;172
3;178.4685529318323;74;1;173
2;185.9341840706834;74;1;174
2;191.56626845863;75;1;175
2;197.3698753517982;76;1;176
2;203.35022838814749;77;1;177
2;207.51271028909628;78;1;178
2;215.86286770433543;79;1;179
2;222.40641620418697;80;1;180
2;229.14924542400394;81;1;181
2;236.09742436523857;82;1;182
2;243.25720685795415;83;1;183
2;250.6350371896937;85;1;184
1;258.23755590577474;85;1;185
2;266.0716057862269;86;1;186
2;274.14423800475663;87;1;187
2;282.46271847528004;88;1;188
2;291.03453439173467;89;1;189
2;299.8674009670603;92;1;190
1;308.96926837741074;93;1;191
3;321.34832891785044;92;1;192
2;328.01302437597104;92;1;193
2;337.97205363007106;94;1;194
2;348.23438047873447;95;1;195
2;358.80924170885254;96;1;196
2;369.706155409357;97;1;197
2;380.9349295381417;98;1;198
2;394.50567074988817;99;1;199
3;407.4287934927351;100;1;200
3;416.7150293819857;101;1;201
2;429.37543685928676;102;1;202
2;442.42141114597064;102;1;203
2;455.864694499525;104;1;204
2;469.71738678241655;105;2;205
2;483.9919563527855;106;1;206
2;498.70125128680706;107;1;207
2;512.8585109428291;108;1;208
2;529.4773778776872;109;1;209
2;543.571910125929;110;1;210
2;562.1565938529907;111;1;211
2;579.2463563937262;112;1;212
2;596.8565796880164;113;1;213
2;614.0031141255516;114;1;214
2;631.7022928122535;116;2;215
2;652.9709462711719;118;1;216
2;672.8264175910939;117;1;217
2;693.2865780364916;118;1;218
2;714.3698431328676;119;1;219
2;736.0951892419727;120;1;220
2;758.4821706418094;122;0;221
2;782.5509371268042;120;1;222
2;805.3222521439814;123;1;223
2;829.8175114814695;124;1;224
2;855.0587625261516;125;3;225
2;881.0687241078023;125;1;226
2;907.8708069475719;127;1;227
2;935.4891347292101;128;1;228
2;963.9485658120136;129;1;229
2;993.2747156050253;130;1;230
2;1023.4939796226352;131;1;231
2;1054.6335572423195;130;1;232
2;1086.7214761859198;133;1;233
2;1119.7866177464866;134;1;234
