0;1;4
1;0;4
2;2;4
3;3;4
4;0;6
5;0;4
6;0;4
6;0;4
8;2;4
9;2;4
10;1;4
11;2;4
12;2;4
13;1;4
14;3;4
15;2;4
16;1;4
16;1;4
18;1;5
19;0;5
20;3;4
21;0;3
22;3;4
24;3;4
25;1;4
26;0;4
26;0;4
27;2;4
28;3;4
29;0;4
30;2;4
31;2;4
33;2;4
33;0;4
34;2;4
34;2;2
37;2;4
37;2;2
39;3;4
39;0;4
40;1;4
41;1;2
42;1;4
42;2;4
45;2;4
45;0;4
46;0;4
47;2;6
48;0;4
49;2;4
50;1;4
51;1;4
52;1;4
53;3;4
54;3;4
56;1;4
56;2;3
57;1;4
57;1;4
59;2;4
60;0;4
60;2;4
62;3;4
63;0;4
64;0;4
65;1;4
65;3;4
67;2;4
68;0;4
69;1;4
70;0;4
71;0;4
72;2;4
73;2;4
74;0;4
76;1;2
75;0;4
77;2;4
78;2;4
79;0;4
80;1;4
81;0;4
81;0;4
84;1;4
84;0;3
85;1;4
86;2;4
86;3;4
87;0;4
89;3;4
90;3;4
91;1;4
92;0;4
93;0;4
94;3;4
95;0;4
96;1;4
96;1;4
99;2;3
99;0;4
100;2;4
101;1;4
102;0;4
104;2;4
104;3;4
104;3;4
105;0;4
106;0;2
107;1;4
109;3;4
110;0;4
111;3;2
112;2;4
113;0;4
114;0;4
114;1;4
115;2;4
116;3;4
117;0;4
119;1;2
120;1;4
121;1;4
122;0;4
122;3;4
124;1;3
124;2;4
126;1;6
128;3;3
129;3;2
129;0;4
130;2;4
132;2;4
132;0;4
133;0;6
134;0;4
135;2;3
136;3;4
138;1;4
138;2;4
139;3;4
140;0;4
141;0;4
142;1;4
143;3;4
144;0;4
145;1;4
146;1;4
148;2;4
148;2;4
150;2;4
149;0;4
150;3;4
152;1;4
154;1;4
153;3;4
156;0;4
156;0;4
157;1;4
158;0;4
159;2;4
160;3;4
161;1;4
161;1;4
163;0;4
164;3;4
165;0;4
166;0;4
166;3;4
168;2;4
168;3;4
169;2;4
171;2;4
172;3;4
173;3;6
174;0;4
176;2;4
175;2;4
177;3;4
178;3;4
179;0;5
181;3;3
181;1;4
182;0;4
183;2;4
184;2;4
185;2;4
186;2;4
187;2;4
189;2;4
188;2;4
189;3;4
191;1;4
193;2;4
193;2;4
194;2;4
195;3;4
196;2;4
197;1;4
199;0;4
199;2;4
200;0;4
201;3;2
202;3;4
202;1;2
203;2;4
205;0;4
206;0;4
207;2;4
208;2;4
209;0;4
210;2;4
211;1;4
212;0;4
213;0;4
214;2;4
215;3;4
216;3;4
217;2;4
218;1;4
219;1;4
220;1;4
221;0;4
222;3;4
223;3;4
224;2;6
225;0;5
226;0;6
227;2;4
228;0;4
229;2;4
230;2;5
231;1;4
232;0;4
234;2;4
234;1;4
235;1;4
236;3;3
236;0;2
238;1;4
239;2;4
240;1;4
241;3;2
242;3;4
243;3;4
245;3;4
245;3;4
246;2;4
247;2;4
248;0;3
250;3;4
250;1;4
251;0;4
252;2;2
253;2;4
254;0;2
254;2;4
256;0;4
257;1;4
258;3;2
259;0;4
261;0;4
260;1;4
262;3;4
263;3;4
265;3;5
265;1;4
266;1;4
267;0;5
268;2;4
269;3;4
270;0;4
271;3;4
271;2;4
272;2;4
274;3;4
275;1;4
276;0;4
277;3;3
279;1;4
279;1;6
280;3;4
281;2;4
282;3;4
283;0;3
284;3;4
285;2;6
285;3;4
287;3;4
289;3;6
289;0;4
290;3;4
291;1;4
292;1;3
293;1;4
294;2;4
295;2;6
295;2;5
296;2;4
298;0;4
298;2;4
300;1;4
302;3;4
302;0;4
302;2;4
304;0;4
305;3;4
306;2;4
307;0;4
307;3;4
310;0;4
309;1;4
311;3;4
312;3;4
313;3;4
314;1;4
316;0;4
316;3;4
318;2;4
319;3;4
319;2;2
320;0;4
321;1;4
322;3;4
323;0;4
324;1;4
326;2;4
326;0;4
327;3;2
328;1;4
329;1;4
330;1;4
331;1;4
332;2;2
332;2;4
334;0;6
336;3;4
336;3;5
337;3;4
338;3;4
339;3;4
341;3;4
341;2;4
342;0;4
344;0;4
344;1;4
345;1;4
346;3;4
347;2;4
348;3;4
349;2;4
350;3;4
351;1;4
352;3;4
354;1;4
354;1;6
355;3;4
356;3;4
357;1;4
358;3;4
359;3;4
360;0;4
361;2;4
362;2;4
363;1;4
365;3;4
364;3;4
365;2;4
367;0;4
368;3;4
369;1;4
370;0;4
370;2;4
372;1;4
373;0;4
374;0;4
375;0;4
376;3;4
377;0;4
379;3;4
380;0;4
380;2;4
381;3;4
382;3;4
383;2;4
383;1;4
385;0;4
386;0;4
386;1;4
388;2;4
389;3;6
390;0;4
390;2;3
392;0;4
393;2;4
393;2;4
394;2;4
396;3;4
397;0;4
398;2;4
399;3;4
401;3;4
401;0;4
403;0;4
403;1;4
404;0;2
404;3;4
406;2;2
407;1;4
408;1;5
409;2;4
410;2;2
411;2;4
412;1;4
414;1;4
414;3;4
415;2;4
416;0;4
418;0;4
418;1;4
419;1;4
420;1;4
421;1;3
423;2;4
422;0;4
425;3;6
425;1;4
426;2;5
427;1;4
429;0;4
429;1;4
430;0;4
431;1;4
432;1;3
433;2;4
435;1;4
434;1;4
436;0;2
437;1;4
438;2;4
439;0;4
440;0;4
441;2;3
442;1;4
443;0;4
444;0;2
446;1;4
446;3;4
447;1;4
448;3;4
449;3;4
451;0;4
451;2;4
452;2;6
453;2;4
454;1;5
455;1;4
457;3;4
457;1;4
459;3;4
459;2;4
460;1;4
461;0;5
462;1;4
463;1;5
464;0;4
465;2;4
466;0;4
467;2;3
469;1;4
469;2;4
470;0;4
471;2;4
472;0;4
473;0;4
474;0;4
476;0;4
475;2;4
477;3;4
478;3;4
479;1;4
480;3;4
481;0;4
483;3;4
482;1;4
483;2;4
484;1;4
486;0;3
487;3;4
488;3;6
489;0;4
491;1;4
491;3;4
492;1;4
493;2;4
494;0;4
494;3;4
496;2;4
497;0;4
499;0;4
499;2;4
500;3;4
501;2;4
502;3;4
503;3;4
503;1;4
506;2;4
507;3;4
507;3;4
508;1;4
508;0;4
510;2;4
511;3;4
512;2;4
513;2;4
514;1;4
515;1;4
516;1;4
517;2;4
519;2;4
520;3;4
520;3;4
